conversation_hash,scraping_hit,first_term
b341eb970c04b5cceac40403cff1a7e5,0,
b538d5b784921d91fe4ce68ddf966d71,0,
b5842570f613c52db20777619e6e1ca9,1,bs4
b923eb2e58b1b3360c0c74d4face6c9a,0,
b9411c26e2050f18f144329ea61b58b5,0,
ba44d2e0c47c26a70e5a557934189567,0,
bbd23700fb46e4452ec3d704bb5b4668,1,bs4
beac5b9b900be906a71d3aea471fa58d,1,crawl
bfcd67dab186a037d04e320baef4ef25,0,
c0a2d46ae283bc9d472378ef4295dd08,0,
c2ca287bc5e307ce15372eea9750ff6f,0,
c5ecc44c7b0cfd50ca351293766cf079,1,scrape
c78fd93eb4d78f30bf146891ec5131c3,0,
c9a810e860af5a4add42c33afea31f63,0,
cafa1c14739e1d9e4375dc0070ee7059,0,
cb0e2645d8e05422741f8af285502bd3,0,
cbc0f1ea44e8fe69f5eef83aa865aee2,1,beautifulsoup
cc9249c962c577570424788688c5fcec,0,
cd7faf68af0022057ec6a8e7fec8b8d7,0,
d0551cf2b84de900620f257a8b2b1e10,0,
d275255199181c1841b073cabb3d7186,0,
d349228e9fac01c04e2f9d032f1d55ed,0,
d45df448a0cf3fe8dee71ca804c52d3a,0,
d4b89fbbb20715bcd934317396b393cd,0,
d4d4b4bb8af8d29423e31882aab67255,0,
d689a9d087527ed7cfff0065d4ae5f40,0,
d7bea0467015741a54284db2317083e7,0,
d98f675422b29f4e244579aa5b1617b7,0,
dabd5906e6085b30637a43783ccdfaea,1,scrapes
de61daf60acffbfd44d0cdde47e0fe66,0,
de850da188652fe49b5096f0836a3598,0,
dec7c52c34d56c7229b5d9ff107ae12d,0,
df0f16f89a0dc36a4533cbffea72f89e,0,
dfe817ffa4e873c3592e97e9a3e7f55e,0,
dfe81e9b71869665018e91d36a33e12c,0,
e1a85976357737a69806f92abcf7645a,0,
e2af1f8638e3e6ad2f1fac26d0698e09,0,
e2d19b2c90141c19eb97c19d393d2f87,0,
e59bd8f0fc4497d7547efdcc4152fef5,0,
e5cdff8e096ee17fda6cec2320709052,1,scrape
e77bd6cda8345850a5f54720cbad2d74,0,
ea5c438427c1ea28f9b25f7b2b12a1c8,0,
ea830a54eb72306b2f68e70a4411764c,0,
eb308f3145cf720e657bc63f2c64e1d2,0,
edec19b2d18ce0ea2220744bd2f7a676,0,
eea540cdc26621fd9f134b9e0cea9f13,0,
f0c8aeb6ee32acd59306080030cebb6e,0,
f0d1da283163cff4092821745cfe9358,0,
f0ea11bfac4f8da1b9df4ad04fdd8bb5,0,
f136c95fdc69fa80423f10e3ddd05890,0,
f86622f2ea7b75d85b4d99b556613103,1,scrape
f8be5b8850060dde8b366e57cb9d2037,0,
f91a43fea636f8689194df9f3aa87270,0,
fa18748ecbacd33c9e7fc7f28fbef2e6,0,
fa73e153a079aacad8244c60727ad305,0,
fa9604119d2ab63ade84dc3096939188,0,
faadeef0698a7e7145f5d0330fadf965,0,
fabee19813adab4e085b913f89851f99,0,
fb43d08a61fdf0de897a285551fdc4c8,0,
fc2e51d0cb8f520eb5f4e21606b2bce8,1,scrape
fd956cb72159534bdfbcaf812cf2036c,0,
fe82c74a161575f2a278863df75e4e6f,0,
feaafdcfa0cf1f1683f18ef560d29267,0,
feda84e041f43e855e7ec252320f358c,0,
ff54d527941a6a160a67e2b6caf31d01,0,
ff90339a4840f473a579a7f1c513d0ac,0,
